"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","he-icon href","text-ellipsis","he-lazy-image src","img-wrp href","he-lazy-image src 2","listing-card--owner-info__firm-name","listing-card--owner-info__name"
"https://www.hepsiemlak.com/istanbul-cekmekoy-kirazlidere-kiralik/daire/163902-169","39","30.000","21-02-2026","Kiralık Daire","1 +
                          1","68 m²","11
                        Yaşında","6. Kat","Kiralık Eşyalı 1+1 Rezidance Ta Havuzlu Daire","İstanbul / Çekmeköy / Kirazlıdere Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-pendik-camlik-kiralik/daire/158773-129","28","22.500","05-03-2026","Kiralık Daire","1 +
                          1","55 m²","11
                        Yaşında","3. Kat","Çamlık Teras Sitesinde Havuzlu, Manzaralı Kiralık Boş 1+1 Daire","İstanbul / Pendik / Çamlık Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/homeland-real-estate-158773","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Homeland Real Estate",""
"https://www.hepsiemlak.com/istanbul-kagithane-talatpasa-kiralik/daire/109630-937","35","30.000","02-03-2026","Kiralık Daire","1 +
                          1","75 m²","Sıfır Bina","14. Kat","Festa'dan Marivadi Asansör Otopark Metrobüs7dk Kiralıkdaire 1+1","İstanbul / Kağıthane / Talatpaşa Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/festa-gayrimenkul-insaat-109630","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Festa Gayrimenkul & İnşaat",""
"https://www.hepsiemlak.com/istanbul-tuzla-aydinli-kiralik/daire/166336-7","19","33.000","13-02-2026","Kiralık Daire","3 +
                          1","124 m²","11
                        Yaşında","Giriş Katı","Tuzla Emlak Konutları Emsalsiz Ekstralı 3+1 Giriş Kat","İstanbul / Tuzla / Aydınlı Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-maltepe-aydinevler-kiralik/daire/132384-84","39","36.000","25-02-2026","Kiralık Daire","2 +
                          1","70 m²","Sıfır Bina","5. Kat","Mavi Ev | Site İçerisinde Balkonlu Ve Ayrı Mutfaklı 2+1 Daire","İstanbul / Maltepe / Aydınevler Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-eyupsultan-gokturk-merkez-kiralik/daire/163640-87","22","75.000","18-02-2026","Kiralık Daire","1 +
                          1","100 m²","11
                        Yaşında","3. Kat","Porto Emlak - Gökyüzü Resıdence Şahane Konumlu 1+1 Kiralık Daire","İstanbul / Eyüpsultan / Göktürk Merkez Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/porto-real-estate-163640","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Porto Real Estate",""
"https://www.hepsiemlak.com/istanbul-cekmekoy-cumhuriyet-kiralik/daire/2027-120","49","40.000","21-02-2026","Kiralık Daire","3 +
                          1","125 m²","11
                        Yaşında","5. Kat","Ran Projeden Kiralık Sistaş Neva Konutları 3+1 Brüt 125 M2 Daire","İstanbul / Çekmeköy / Cumhuriyet Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/ran-proje-emlak-hizmetleri-2027","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ran Proje Emlak Hizmetleri",""
"https://www.hepsiemlak.com/istanbul-uskudar-kucuksu-kiralik/daire/139012-823","31","42.500","19-02-2026","Kiralık Daire","3 +
                          1","125 m²","31
                        Yaşında","3. Kat","Şimşek Yuva Sitesi 'nde Kısmi Boğaz Manzaralı 3+1 Kiralık Daire","İstanbul / Üsküdar / Küçüksu Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/remax-ani-139012","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Anı","Benan
          Cevher"
"https://www.hepsiemlak.com/istanbul-sariyer-tarabya-kiralik/daire/1994-3344","36","42.000","09-02-2026","Kiralık Daire","2 +
                          1","120 m²","21
                        Yaşında","4. Kat","Sarıyer Tarabya Ulaşım,1.Adım,Çarşı,Pazar, Okul 3.Dk 4.Kat Daire","İstanbul / Sarıyer / Tarabya Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/ugur-soydan-emlak-borsasi-1994","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Uğur Soydan Emlak Borsası",""
"https://www.hepsiemlak.com/istanbul-tuzla-aydintepe-kiralik/daire/2986-17126","50","30.000","11-02-2026","Kiralık Daire","1 +
                          1","66 m²","6
                        Yaşında","10. Kat","Evora A Parsel Havuz/peyzaj Cephe 66 M2 Kiralık Daire","İstanbul / Tuzla / Aydıntepe Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/remax-enjoy-2986/remax-enjoy-2986","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Enjoy","Remax
          Enjoy"
"https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-1-kisim-kiralik/daire/64804-60","35","80.000","21-02-2026","Kiralık Daire","3 +
                          1","160 m²","11
                        Yaşında","14. Kat","Bahçeşehir Mesa Nurol Sazlıbahçe 3+1 Full Eşyalı Kiralık Daire","İstanbul / Başakşehir / Bahçeşehir 1. Kısım Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-uskudar-altunizade-kiralik/daire/42720-6289","35","125.000","06-02-2026","Kiralık Daire","3 +
                          1","135 m²","Sıfır Bina","2. Kat","As Emlak'tan 3+1 Altunizade’de Sıfır Binada Otoparklı Lüx Daire","İstanbul / Üsküdar / Altunizade Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-sariyer-istinye-kiralik/daire/4503-1960","37","60.000","24-02-2026","Kiralık Daire","4 +
                          1","150 m²","29
                        Yaşında","4. Kat","İstinye Boğaziçi Sitesi 4+1 Çatı Dubleks Kombili Daire","İstanbul / Sarıyer / İstinye Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-sariyer-ayazaga-kiralik/daire/137669-591","52","40.000","21-02-2026","Kiralık Daire","2 +
                          1","85 m²","10
                        Yaşında","3. Kat","Green Pine Residence Fırsat 3. Kat 85 M2 Kiralık 2+1","İstanbul / Sarıyer / Ayazağa Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/safir-gayrimenkul-137669","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Safir Gayrimenkul",""
"https://www.hepsiemlak.com/istanbul-sisli-mesrutiyet-kiralik/daire/66846-1677","35","75.000","01-03-2026","Kiralık Daire","3 +
                          1","200 m²","60
                        Yaşında","8. Kat","Osmanbey Metro Çıkışında Balkonlu Aydınlık İçi Yapılı Daire","İstanbul / Şişli / Meşrutiyet Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/mega-city-gayrimenkul-66846/emre-karaduman-1276885","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Mega City Gayrimenkul","Emre
          Karaduman"
"https://www.hepsiemlak.com/istanbul-cekmekoy-merkez-kiralik/villa/4596-5015","40","160.000","20-02-2026","Kiralık Villa","5 +
                          2","300 m²","16
                        Yaşında","","Çekmeköy Meşe Konutları Ormanın Kokusunu Hissedeceğiniz Villanız","İstanbul / Çekmeköy / Merkez Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-kartal-soganlik-yeni-kiralik/daire/31610-11126","58","70.000","21-02-2026","Kiralık Daire","3 +
                          1","157 m²","16
                        Yaşında","2. Kat","İlkemcity Den Kentplus Kartal Masrafsız Harika Kiralık 3+1","İstanbul / Kartal / Soğanlık Yeni Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/ilkemcity-31610","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","İlkemcity","İlkem
          Cıty"
"https://www.hepsiemlak.com/istanbul-kadikoy-fenerbahce-kiralik/daire/1006-19470","35","140.000","18-02-2026","Kiralık Daire","4 +
                          1","230 m²","26
                        Yaşında","9. Kat","Fenerbahçe Katta Tek 4+1 Kapalı Otoparklı Balkonlu","İstanbul / Kadıköy / Fenerbahçe Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/mega-emlak-1006/mega-gayrimenkul-1006","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Mega Emlak","Mega
          Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-cekmekoy-mehmet-akif-kiralik/daire/119974-487","39","40.000","13-02-2026","Kiralık Daire","2 +
                          1","105 m²","Sıfır Bina","1. Kat","Csg Groupdan Metronun Yanıbaşı Kiralık 2+1 Ara Kat","İstanbul / Çekmeköy / Mehmet Akif Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/csg-group-gayrimenkul-119974","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Csg Group Gayrimenkul",""
"https://www.hepsiemlak.com/istanbul-kadikoy-goztepe-kiralik/daire/23474-34374","36","100.000","25-02-2026","Kiralık Daire","3 +
                          1","130 m²","6
                        Yaşında","4. Kat","Fidan'dan Çiftehavuzlar Da, Bağdat'a Yakın, 3+1 Yeni Bina 130 M2","İstanbul / Kadıköy / Göztepe Mah.","","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/7/4/3/2/0/81a6f7bf-537f-4f87-b640-2d7d6401974a.jpg","https://www.hepsiemlak.com/emlak-ofisi/fidan-emlak-23474","","Fidan Emlak",""
"https://www.hepsiemlak.com/istanbul-kadikoy-goztepe-kiralik/daire/58568-7856","38","125.000","25-02-2026","Kiralık Daire","2 +
                          1","117 m²","8
                        Yaşında","21 ve üzeri","Göztepe Four Wınds Resıdence 38.Kat Deniz Manzaralı Kiralık 2+1","İstanbul / Kadıköy / Göztepe Mah.","","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/6/5/8/5/0/05d3ce15-466f-4bb9-b219-2bf596395fb1.jpg","https://www.hepsiemlak.com/emlak-ofisi/remax-deha-58568","","Remax Deha",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-cennet-kiralik/daire/73663-5934","44","51.000","26-02-2026","Kiralık Daire","2 +
                          1","95 m²","2
                        Yaşında","2. Kat","Meral R6389 Yeni 2 Yaş Hürriyet Cd Metrobüse 5 Dk Ankastreli Klimalı Lüks Geniş 2+1","İstanbul / Küçükçekmece / Cennet Mah.","","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/6/6/3/7/0/f83630e8-c0d8-4c56-8bc2-5cdc757ae458.jpeg","https://www.hepsiemlak.com/emlak-ofisi/meral-emlak-gayrimenkul-ve-danismanlik-1993-73663","","Meral Emlak Gayrimenkul Ve Danışmanlık 1993",""
"https://www.hepsiemlak.com/istanbul-kadikoy-sahrayi-cedit-kiralik/daire/14946-14200","40","77.500","19-02-2026","Kiralık Daire","3 +
                          1","145 m²","2
                        Yaşında","9. Kat","City'den Sahrayıcedit Metroya Yakın Yeni Bina 145m2 3+1","İstanbul / Kadıköy / Sahrayı Cedit Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/city-gayrimenkul-14946/seda-kurt-3674486","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Cıty Gayrimenkul","Seda
          Kurt"
"https://www.hepsiemlak.com/istanbul-besiktas-dikilitas-kiralik/daire/80027-1464","27","70.000","07-03-2026","Kiralık Daire","2 +
                          1","90 m²","12
                        Yaşında","2. Kat","Tiamo'dan Yeni Binada (12yıllık Binada) 2+1 90m 2kat Kombili Kapalı Açik Otoparklı","İstanbul / Beşiktaş / Dikilitaş Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/tiamo-emlak-insaat-dekorasyon-80027","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Tiamo Emlak İnşaat Dekorasyon",""
"https://www.hepsiemlak.com/istanbul-kartal-kordonboyu-kiralik/daire/16829-2775","27","85.000","27-02-2026","Kiralık Daire","3 +
                          1","170 m²","15
                        Yaşında","4. Kat","Dragos Sahilde Kiralik Genis 3+1daire","İstanbul / Kartal / Kordonboyu Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-akevler-kiralik/daire/7652-190395","19","15.000","11-02-2026","Kiralık Daire","1 +
                          1","75 m²","10
                        Yaşında","9. Kat","Esenyurt Akevler De Güvenlikli Site İçinde Balkonlu 1+1","İstanbul / Esenyurt / Akevler Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/aktuel-bagdat-7652","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Aktüel Bağdat",""
"https://www.hepsiemlak.com/istanbul-uskudar-bulgurlu-kiralik/daire/120150-4315","22","40.000","06-03-2026","Kiralık Daire","2 +
                          1","90 m²","15
                        Yaşında","Yüksek Giriş","Fl Emlaktan Bulgurlu Metro Yakını 2+1 Yüksek Giriş","İstanbul / Üsküdar / Bulgurlu Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/f-l-emlak-120150/ahmet-kucuk-2742771","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","F-l Emlak","Ahmet
          Küçük"
"https://www.hepsiemlak.com/istanbul-adalar-maden-kiralik/daire/54895-1165","21","85.000","07-03-2026","Kiralık Daire","3 +
                          1","120 m²","41
                        Yaşında","En Üst Kat","Planet Özkan’dan Deniz Manzaralı Huzurlu 3+1 Kiralık Daire","İstanbul / Adalar / Maden Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/planet-world-gayrimenkul-54895","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Planet World Gayrimenkul",""
"https://www.hepsiemlak.com/istanbul-bagcilar-hurriyet-kiralik/daire/50809-1217","18","30.000","06-03-2026","Kiralık Daire","3 +
                          1","115 m²","26
                        Yaşında","2. Kat","Hürriyette Kiralık 3+1 2.Kat Daire","İstanbul / Bağcılar / Hürriyet Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/karaca-emlak-50809","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Karaca Emlak",""
"https://www.hepsiemlak.com/istanbul-cekmekoy-sultanciftligi-kiralik/daire/49812-554","18","38.000","06-03-2026","Kiralık Daire","3 +
                          1","140 m²","16
                        Yaşında","3. Kat","Taşdelende Çiftlik Evlerinde Geniş Ferah Kiralık 3+1 Daire","İstanbul / Çekmeköy / Sultançiftliği Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-mehmet-akif-ersoy-kiralik/daire/0-46184281","9","17.000","25-02-2026","Kiralık Daire","1 +
                          1","80 m²","12
                        Yaşında","Ara Kat","İstanbul Esenyurt Mehmet Akif Ersoy Mahallesi Eşyalı Daire Ara Kat Metrobüse 15 Dakika  Yürüyüş","İstanbul / Esenyurt / Mehmet Akif Ersoy Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-besiktas-levazim-kiralik/residence/98015-2338","19","370.000","02-03-2026","Kiralık Residence","2 +
                          1","169 m²","8
                        Yaşında","15. Kat","Zorlu Center R3 Kule'de Kiralık 2+1 Daire","İstanbul / Beşiktaş / Levazım Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/artistanbul-gayrimenkul-zorlu-center-98015/gulcin-gonul-2068637","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Artistanbul Gayrimenkul Zorlu Center","Gülçin
          Gönül"
"https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/101613-2628","21","33.500","03-03-2026","Kiralık Daire","1 +
                          1","55 m²","16
                        Yaşında","2. Kat","Tuncay'dan M.Köy Meydanda Metro Metrobüs 2dk Faturalar Dahil 1+1","İstanbul / Şişli / Mecidiyeköy Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/tuncay-insaat-gayrimenkul-101613","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Tuncay İnşaat Gayrimenkul",""
"https://www.hepsiemlak.com/istanbul-silivri-piri-mehmet-pasa-kiralik/daire/141015-263","12","20.500","06-03-2026","Kiralık Daire","2 +
                          1","95 m²","26
                        Yaşında","4. Kat","Çarşı Merkezde 2+1 İçi Yapılı Kiralık Daire","İstanbul / Silivri / Piri Mehmet Paşa Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-ortabayir-kiralik/daire/35838-3159","28","30.000","26-02-2026","Kiralık Daire","2 +
                          1","65 m²","11
                        Yaşında","4. Kat","1 Levent Metro Arkası Kiralık Çatı Katı 2+1 Daire","İstanbul / Kağıthane / Ortabayır Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/vg-ata-insaat-emlak-35838/ata-bey-730449","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Vg Ata İnşaat Emlak","Ata
          Bey"
"https://www.hepsiemlak.com/istanbul-maltepe-altaycesme-kiralik/daire/166894-2","12","38.000","25-02-2026","Kiralık Daire","2 +
                          1","85 m²","26
                        Yaşında","3. Kat","Maltepe Altayçeşme Mh Metro Marmara Ray V Minibüs Yakın 2+1 85m2","İstanbul / Maltepe / Altayçeşme Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-gaziosmanpasa-semsipasa-kiralik/daire/166568-11","12","18.000","17-02-2026","Kiralık Daire","2 +
                          1","130 m²","26
                        Yaşında","Zemin","Kiralık Daire","İstanbul / Gaziosmanpaşa / Şemsipaşa Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-sile-balibey-kiralik/villa/58394-1454","24","150.000","16-02-2026","Kiralık Villa","5 +
                          2","420 m²","Sıfır Bina","Bahçe Katı","Şile Balibey Mah, Asansörlü, Havuzlu, Sıfır 5+2 Kiralık Villa","İstanbul / Şile / Balibey Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-invest-58394","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Coldwell Banker Invest",""
"https://www.hepsiemlak.com/istanbul-sisli-mesrutiyet-kiralik/daire/116322-1404","28","39.500","23-02-2026","Kiralık Daire","2 +
                          1","85 m²","31
                        Yaşında","2. Kat","Nişantaşı 2+1 Eşyalı 2.Kat Metro 5dk Kiralık Daire","İstanbul / Şişli / Meşrutiyet Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-sisli-merkez-kiralik/daire/138541-21","12","55.000","02-03-2026","Kiralık Daire","2 +
                          1","80 m²","35
                        Yaşında","6. Kat","Hhalaskargaı Caddes Üzerinde Kiralık Daire","İstanbul / Şişli / Merkez Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/life-istanbul-gayrimenkul-138541/hande-dagci-3825887","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Life İstanbul Gayrimenkul","Hande
          Dağcı"
"https://www.hepsiemlak.com/istanbul-kartal-karliktepe-kiralik/daire/33559-5720","11","43.500","27-02-2026","Kiralık Daire","2 +
                          1","82 m²","1
                        Yaşında","3. Kat","Kartal Karlıktepe Yeni Bina 3. Kat Kiralık 2+1 Daire","İstanbul / Kartal / Karlıktepe Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-gultepe-kiralik/daire/16506-2540","11","21.000","02-03-2026","Kiralık Daire","2 +
                          1","75 m²","27
                        Yaşında","Giriş Katı","Elmas Emlaktan Kullanışlı Kiralık Daire","İstanbul / Kağıthane / Gültepe Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/elmas-emlak-mecidiyekoy-16506","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Elmas Emlak Mecidiyeköy",""
"https://www.hepsiemlak.com/istanbul-eyupsultan-gokturk-merkez-kiralik/daire/4245-10902","38","105.000","06-03-2026","Kiralık Daire","2 +
                          1","156 m²","1
                        Yaşında","3. Kat","Seba Göktürk Evleri'nde Teraslı 2+1 Kiralık Daire","İstanbul / Eyüpsultan / Göktürk Merkez Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/kw-platin-4245","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Kw Platin",""
"https://www.hepsiemlak.com/istanbul-esenyurt-gokevler-kiralik/daire/167211-14","28","35.000","06-03-2026","Kiralık Daire","1 +
                          1","90 m²","Sıfır Bina","8. Kat","Metrobüse Sıfır , Lüks Projede 1+1","İstanbul / Esenyurt / Gökevler Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","","","","",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-dereagzi-kiralik/daire/164415-91","19","32.000","06-03-2026","Kiralık Daire","2 +
                          1","100 m²","8
                        Yaşında","Yüksek Giriş","1247578558 Xver Fon Gayrimenkul Havuzlu Güvenlikli Site İçinde 2+1","İstanbul / Beylikdüzü / Dereağzı Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","","","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-mehmet-akif-ersoy-kiralik/daire/140206-189","17","23.000","05-03-2026","Kiralık Daire","1 +
                          1","65 m²","Sıfır Bina","Giriş Katı","Kiralık Kullanışlı 1+1 Sıfır Yüksek Giriş","İstanbul / Kağıthane / Mehmet Akif Ersoy Mah.","","","","","","",""
"https://www.hepsiemlak.com/istanbul-tuzla-sifa-kiralik/daire/156382-389","36","27.500","05-03-2026","Kiralık Daire","2 +
                          1","110 m²","1
                        Yaşında","Zemin","Koru Emlak'tan Geniş Kiralık 2+1 Ferah Daire","İstanbul / Tuzla / Şifa Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/koru-gayrimenkul-danismanlik-156382","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Koru Gayrimenkul Danışmanlık",""
"https://www.hepsiemlak.com/istanbul-sancaktepe-osmangazi-kiralik/daire/136824-354","57","34.000","05-03-2026","Kiralık Daire","2 +
                          1","95 m²","4
                        Yaşında","1. Kat","Sancaktepe Seher Yeli Evleri 3 Sitesi Kiralık 2+1 Arakat Daire","İstanbul / Sancaktepe / Osmangazi Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-sancaktepe-ataturk-kiralik/daire/163263-185","20","31.500","05-03-2026","Kiralık Daire","2 +
                          1","65 m²","3
                        Yaşında","2. Kat","Metro Ve Ulaşıma Yakın Sancaktepe'de Kiralık 2+1","İstanbul / Sancaktepe / Atatürk Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/remax-hazine-163263/ali-akman-4560965","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Hazine","Ali
          Akman"
