"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","listing-card--owner-info__firm-name","he-lazy-image src 2","listing-card--owner-info__name"
"https://www.hepsiemlak.com/istanbul-besiktas-akat-kiralik/daire/1757-4300","26","97.500","04-02-2026","Kiralık Daire","3 +
                          1","130 m²","31
                        Yaşında","2. Kat","Akatlar Da Modern Full Mobilyalı 3+1 Kiralık Daire","İstanbul / Beşiktaş / Akat Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-alkent-1757/n-rabia-acar-904152","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Alkent","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","N Rabia
          Acar"
"https://www.hepsiemlak.com/istanbul-beyoglu-tomtom-kiralik/bina/6231-16304","50","300.000","21-02-2026","Kiralık Bina","4 +
                          1","337 m²","156
                        Yaşında","Villa Katı","Beyoğlu St. Antuan Kilisesi Yakını Tarihi Yenilenmiş Kiralık Bina","İstanbul / Beyoğlu / Tomtom Mah.","https://www.hepsiemlak.com/emlak-ofisi/space-istanbul-gayrimenkul-6231/berkan-cetin-4323084","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Space İstanbul Gayrimenkul","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Berkan
          Çetin"
"https://www.hepsiemlak.com/istanbul-tuzla-tepeoren-kiralik/villa/144355-968","35","220.000","27-02-2026","Kiralık Villa","8 +
                          2","1.010 m²","Sıfır Bina","Bahçe Katı","Tuzla Tepeören'de Doğada Modern Lüks 8+2 Kiralık Büyük Villa","İstanbul / Tuzla / Tepeören Mah.","https://www.hepsiemlak.com/emlak-ofisi/task-yasam-gayrimenkul-144355/mustafa-mat-4071949","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Task Yaşam Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Mustafa
          Mat"
"https://www.hepsiemlak.com/istanbul-sultanbeyli-hamidiye-kiralik/daire/42003-7196","30","18.500","31-01-2026","Kiralık Daire","3 +
                          1","120 m²","36
                        Yaşında","3. Kat","Sultanbeyli Hamidiye Mahallesi 3+1 Temiz Kiralık Daire","İstanbul / Sultanbeyli / Hamidiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-gold-42003","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Gold","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-pendik-dumlupinar-kiralik/daire/155606-218","23","18.000","02-01-2026","Kiralık Daire","2 +
                          1","90 m²","31
                        Yaşında","Bahçe Katı","Pendik Dumlupınar Mah.Müstakil Deniz Manzaralı Kiralik 2+1 Daire","İstanbul / Pendik / Dumlupınar Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/95585-4726","19","35.000","06-02-2026","Kiralık Daire","2 +
                          1","70 m²","5
                        Yaşında","Yüksek Giriş","Mecidiyeköy'de Metroya 10 Dk Full Sıfır Eşyalı 2+1 Daire","İstanbul / Şişli / Mecidiyeköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/paranin-merkezi-gayrimenkul-95585/engin-yilmazturk-1992335","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/3/3/2/9/9/1/299fd500-ee2e-448c-9170-9a5eff5a1edc.jpg","Paranın Merkezi Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/8/5/5/9/0/ae12bc82-4e5f-458a-a2f5-53c3afa6e072.jpg","Engin
          Yılmaztürk"
"https://www.hepsiemlak.com/istanbul-basaksehir-kayabasi-kiralik/daire/64710-1328","12","20.000","01-03-2026","Kiralık Daire","Stüdyo","48 m²","14
                        Yaşında","Yüksek Giriş","Başakşehir Kayaşehirde Kiralık 1+1 Daire","İstanbul / Başakşehir / Kayabaşı Mah.","https://www.hepsiemlak.com/emlak-ofisi/merkez-emlakbasaksehir-kayasehir-64710","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/1/7/4/6/0/bb7653fa-7abc-4855-ad59-823fa040f6a4.jpg","Merkez Emlakbaşakşehir Kayaşehir","",""
"https://www.hepsiemlak.com/istanbul-avcilar-universite-kiralik/daire/71777-782","35","9.500","26-02-2026","Kiralık Daire","2 +
                          1","100 m²","5
                        Yaşında","Ara Kat","Avcılar Üniversite Mah Bekara Öğrenciye Çalışana Apart Odalar","İstanbul / Avcılar / Üniversite Mah.","","","","",""
"https://www.hepsiemlak.com/istanbul-sisli-mesrutiyet-kiralik/daire/36618-13447","12","45.000","30-01-2026","Kiralık Daire","1 +
                          1","55 m²","9
                        Yaşında","3. Kat","Atalaysaral'dan Nişantaşı Center Luxurydesign Fulyfurnişshed1+1","İstanbul / Şişli / Meşrutiyet Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-kuloglu-kiralik/daire/49933-3048","12","26.000","27-02-2026","Kiralık Daire","1 +
                          1","52 m²","25
                        Yaşında","1. Kat","Berk Emlak'tan  Galatasaray Da Eşyalı 1 Artı 1","İstanbul / Beyoğlu / Kuloğlu Mah.","https://www.hepsiemlak.com/emlak-ofisi/berk-emlak-49933","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Berk Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Mürvet
          Mandak"
"https://www.hepsiemlak.com/istanbul-bagcilar-kirazli-kiralik/daire/158130-251","19","52.000","11-02-2026","Kiralık Daire","3 +
                          1","160 m²","Sıfır Bina","9. Kat","Bağcılar Kirazlıda Site İçerisinde Kiralık 3+1 Daire","İstanbul / Bağcılar / Kirazlı Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-forza-158130/recep-yavuz-4433993","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Forza","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Recep
          Yavuz"
"https://www.hepsiemlak.com/istanbul-kagithane-celiktepe-kiralik/daire/139186-225","22","38.000","20-12-2025","Kiralık Daire","2 +
                          1","100 m²","1
                        Yaşında","3. Kat","Kağıthane Celıktepe Kiralık Daire","İstanbul / Kağıthane / Çeliktepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-pendik-yenisehir-kiralik/villa/162872-80","33","95.000","26-01-2026","Kiralık Villa","6 +
                          2","350 m²","21
                        Yaşında","Bahçe Katı","Seçkinev Konaklarında 6+2 Kiralık Villa","İstanbul / Pendik / Yenişehir Mah.","https://www.hepsiemlak.com/emlak-ofisi/premium-estate-gayrimenkul-162872","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Premium Estate Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ulaş
          Ata"
"https://www.hepsiemlak.com/istanbul-bahcelievler-hurriyet-kiralik/daire/123607-299","8","27.000","02-02-2026","Kiralık Daire","1 +
                          1","75 m²","8
                        Yaşında","Yüksek Giriş","Zafer Mah Kiralık 1+1 Temiz Daire","İstanbul / Bahçelievler / Hürriyet Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-bostanci-kiralik/daire/124165-1062","19","60.000","28-02-2026","Kiralık Daire","2 +
                          1","135 m²","31
                        Yaşında","1. Kat","Bağdat Caddesi Üstü İş Kollarına Uygun Kiralık 2+1 Daire","İstanbul / Kadıköy / Bostancı Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-istiklal-kiralik/daire/10227-19811","25","100.000","04-03-2026","Kiralık Daire","2 +
                          1","130 m²","8
                        Yaşında","1. Kat","Pıyalepaşa İstanbul'da Full Modern Eşyalı 2+1 Kıralık","İstanbul / Beyoğlu / İstiklal Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-time-10227","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Tıme","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-kagithane-sultan-selim-kiralik/daire/137813-507","5","18.000","28-01-2026","Kiralık Daire","Stüdyo","45 m²","5
                        Yaşında","Giriş Katı","Kağıthane Sultan Selim'de Kiralık Daire","İstanbul / Kağıthane / Sultan Selim Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-bulbul-kiralik/daire/31572-2843","16","20.000","07-01-2026","Kiralık Daire","1 +
                          1","60 m²","17
                        Yaşında","Yüksek Giriş","Beyoğlu Tarlabaşı Kireçhane Sok.1+1 Yüksek Giriş Boyalı Temiz Kiralık Daire ( Boş )","İstanbul / Beyoğlu / Bülbül Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-hamidiye-kiralik/daire/88293-3035","33","41.000","02-03-2026","Kiralık Daire","2 +
                          1","95 m²","11
                        Yaşında","6. Kat","Kağıthane Vadikent Sitesi 2+1 Kiralık Daire Otoparklı","İstanbul / Kağıthane / Hamidiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/yeni-hayat-emlak-88293/sema-beyaz-1745665","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Yeni Hayat Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Sema
          Beyaz"
"https://www.hepsiemlak.com/istanbul-esenyurt-akevler-kiralik/daire/145353-241","14","25.000","29-01-2026","Kiralık Daire","2 +
                          1","120 m²","6
                        Yaşında","8. Kat","Metrobüse Yakın Özel Tasarım Ultra Lüks Daıre","İstanbul / Esenyurt / Akevler Mah.","https://www.hepsiemlak.com/emlak-ofisi/rota-yapi-gayrimenkul-145353","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Rota Yapı Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-uskudar-mehmet-akif-ersoy-kiralik/daire/137514-250","3","65.000","03-03-2026","Kiralık Daire","3 +
                          1","120 m²","Sıfır Bina","4. Kat","Üsküdar Mehmet Akif Ersoy Mah 3+1 Kiralık Daire","İstanbul / Üsküdar / Mehmet Akif Ersoy Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/4753-17558","27","75.000","10-01-2026","Kiralık Daire","4 +
                          1","250 m²","30
                        Yaşında","En Üst Kat","Günyüzü Emlaktan Floryada Ev Ve İşyerine Uygun Kiralık Dublex.","İstanbul / Bakırköy / Şenlikköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/gunyuzu-emlak-4753/canan-ozerdal-bayraktar-4753","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Günyüzü Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Canan
          Özerdal Bayraktar"
"https://www.hepsiemlak.com/istanbul-sancaktepe-emek-kiralik/daire/3995-27179","52","55.000","13-01-2026","Kiralık Daire","2 +
                          1","108 m²","11
                        Yaşında","6. Kat","Re/max Rekor Elif Gümrah Sinpaş Aqua Cıty 2010 2+1 Balkonlu","İstanbul / Sancaktepe / Emek Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-rekor-3995","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Rekor","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-maltepe-aydinevler-kiralik/daire/3447-22004","60","40.750","23-01-2026","Kiralık Daire","2 +
                          1","80 m²","1
                        Yaşında","2. Kat","Direct'ten Metro&hilltowna Komşu, Katta, Balkonlu, Fırsat 2+1","İstanbul / Maltepe / Aydınevler Mah.","https://www.hepsiemlak.com/emlak-ofisi/direct-realty-3447","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Direct Realty","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-bakirkoy-atakoy-7-8-9-10-kisim-kiralik/daire/124862-1550","32","85.000","06-01-2026","Kiralık Daire","3 +
                          1","140 m²","31
                        Yaşında","8. Kat","Ataköy 9. Kısımda Full Eşyalı 3+1 Kiralık Daire","İstanbul / Bakırköy / Ataköy 7-8-9-10. Kısım Mah.","https://www.hepsiemlak.com/emlak-ofisi/akin-gayrimenkul-124862","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Akın Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-atasehir-esatpasa-kiralik/daire/120150-4298","14","29.000","06-03-2026","Kiralık Daire","1 +
                          1","55 m²","10
                        Yaşında","2. Kat","F-L Emlaktan Seçkin Sitede Arakat 1+1 Otopark&7/24 Güvenlikli","İstanbul / Ataşehir / Esatpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/f-l-emlak-120150","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","F-l Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-beyoglu-hacimimi-kiralik/bina/0-46080691","3","400.000","26-02-2026","Kiralık Bina","13 +
                          13","500 m²","30
                        Yaşında","","Karaköy, Galataporta Komşu Bina","İstanbul / Beyoğlu / Hacımimi Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-sariyer-fatih-sultan-mehmet-kiralik/daire/44001-1048","9","24.000","25-02-2026","Kiralık Daire","2 +
                          1","90 m²","20
                        Yaşında","Yüksek Giriş","2+1 Kiralık Daire","İstanbul / Sarıyer / Fatih Sultan Mehmet Mah.","https://www.hepsiemlak.com/emlak-ofisi/unal-emlak-pazarlama-44001","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ünal Emlak Pazarlama","https://www.hepsiemlak.com/img/loadings/noImage55-55.png",""
"https://www.hepsiemlak.com/istanbul-cekmekoy-nisantepe-kiralik/daire/37996-5914","34","42.000","14-02-2026","Kiralık Daire","2 +
                          1","104 m²","11
                        Yaşında","3. Kat","Alemdağ Emlak Konutları Kiralık 2+1 Daire","İstanbul / Çekmeköy / Nişantepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/citylife-gayrimenkul-37996","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Cıtylife Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-sariyer-zekeriyakoy-kiralik/daire/34320-1172","16","105.000","06-03-2026","Kiralık Daire","2 +
                          1","95 m²","1
                        Yaşında","Giriş Katı","Zekeriyaköy İmaj Garden Sitesinde 2+1 Bahçe Dubleksi","İstanbul / Sarıyer / Zekeriyaköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/real-house-gayrimenkul-34320/kaan-yilmaz-706547","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/4/5/6/0/7/0383a434-fdb9-4db5-aada-1e2a7472db97.jpg","Real House Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/2/3/4/3/0/3da1c4f2-43d9-4961-8c29-0c5aa167379d.jpg","Kaan
          Yılmaz"
"https://www.hepsiemlak.com/istanbul-esenyurt-esenkent-kiralik/daire/72721-1970","18","32.000","07-01-2026","Kiralık Daire","3 +
                          1","136 m²","16
                        Yaşında","3. Kat","Esenkent, Defne Blokları, Ful Tadilatlı, Boş 126 M2 Kiralik 3+1","İstanbul / Esenyurt / Esenkent Mah.","https://www.hepsiemlak.com/emlak-ofisi/3-cadde-gayrimenkul-72721","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/2/7/2/7/0/db2dbd68-ae76-4faf-9a25-1d1ae992a537.png","3. Cadde Gayrimenkul","",""
"https://www.hepsiemlak.com/istanbul-kagithane-merkez-kiralik/daire/43996-28267","21","45.000","08-03-2026","Kiralık Daire","3 +
                          2","130 m²","8
                        Yaşında","En Üst Kat","Caddeüstü Kiralık Dubleks Yeni Binada","İstanbul / Kağıthane / Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/koyuyesil-gayrimenkul-43996/murat-koyuyesil-1612314","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/4/1/3/2/1/6/1/fb10d451-fa56-48c2-99c8-d9d2a7452fc6.jpg","Koyuyeşil Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/9/9/3/4/0/4a9af117-1bb7-4ce4-bcdb-06dbfa06524d.jpg","Murat
          Koyuyeşil"
"https://www.hepsiemlak.com/istanbul-sisli-inonu-kiralik/daire/165708-6","6","18.000","07-03-2026","Kiralık Daire","1 +
                          1","50 m²","11
                        Yaşında","7. Kat","Harbiye De Yenilenmiş Eşyalı Balkonlu Ve Şehir Manzaralı","İstanbul / Şişli / İnönü Mah.","https://www.hepsiemlak.com/emlak-ofisi/fairy-tale-gayrimenkul-165708","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Fairy Tale Gayrimenkul","https://www.hepsiemlak.com/img/loadings/noImage55-55.png",""
"https://www.hepsiemlak.com/istanbul-beykoz-soguksu-kiralik/daire/104751-239","28","85.000","24-01-2026","Kiralık Daire","3 +
                          1","200 m²","16
                        Yaşında","2. Kat","Elite'den Sitede Boğaz Manzaralı Ara Dubleks","İstanbul / Beykoz / Soğuksu Mah.","https://www.hepsiemlak.com/emlak-ofisi/elite-gayrimenkul-104751","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Elite Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ela
          Soyer Tezgüler"
"https://www.hepsiemlak.com/istanbul-kagithane-merkez-kiralik/daire/7204-27518","24","30.749","30-01-2026","Kiralık Daire","1 +
                          1","65 m²","11
                        Yaşında","Kot 2","Bağlar Caddesi 1+1 Balkonlu Kiralık Daire","İstanbul / Kağıthane / Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-mujde-7204","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Müjde","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-sultanbeyli-mimar-sinan-kiralik/daire/69537-102658","30","45.000","06-03-2026","Kiralık Daire","3 +
                          1","120 m²","Sıfır Bina","8. Kat","Sultanbeyli Battalgazi Kapalı Otoparklı  Site İçerisinde 8.Kat 3+1***sıfır***","İstanbul / Sultanbeyli / Mimar Sinan Mah.","https://www.hepsiemlak.com/emlak-ofisi/easy-saygingayrimenkul-1453mashattan-vadistanb-69537","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Easy & Saygıngayrimenkul 1453,mashattan, Vadistanb","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-beyoglu-kuloglu-kiralik/daire/117700-303","5","28.000","22-02-2026","Kiralık Daire","Stüdyo","45 m²","40
                        Yaşında","4. Kat","Beyoğlu Cihangir Kuloğlu Mahallesinde 4.Kat Balkonlu  Full Eşyalı Kombi Ve Klimalı Temiz Daire","İstanbul / Beyoğlu / Kuloğlu Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-basaksehir-guvercintepe-kiralik/daire/165248-31","9","20.000","28-01-2026","Kiralık Daire","2 +
                          1","110 m²","15
                        Yaşında","Giriş Katı","Güvercintepe 2+1 Kiralık Daire","İstanbul / Başakşehir / Güvercintepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-atasehir-icerenkoy-kiralik/residence/163263-118","13","27.000","28-01-2026","Kiralık Residence","2 +
                          1","80 m²","6
                        Yaşında","4. Kat","İçerenköy Mah (2+1) Kiralık Çatı Katı","İstanbul / Ataşehir / İçerenköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-hazine-163263/ali-akman-4560965","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Hazine","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ali
          Akman"
"https://www.hepsiemlak.com/istanbul-uskudar-ferah-kiralik/daire/15407-860","21","25.000","11-02-2026","Kiralık Daire","1 +
                          1","65 m²","16
                        Yaşında","Kot 1","Çamlıca' Da Çok İyi Konumda Yeni Yapılmakta Olan Metro' Ya Çok Yakın Giriş 1+1 Daire.","İstanbul / Üsküdar / Ferah Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-sariyer-rumeli-kavagi-kiralik/villa/11217-10081","36","160.000","22-02-2026","Kiralık Villa","4 +
                          1","280 m²","32
                        Yaşında","","Sarıyer'de Kıralık Villa—orman İçınde, Tenis Kortları & Yürüyüş Alanları ,","İstanbul / Sarıyer / Rumeli Kavağı Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-ahenk-11217/salise-yildirim-3911063","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Ahenk","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Salise 
          Yıldırım"
"https://www.hepsiemlak.com/istanbul-uskudar-bahcelievler-kiralik/daire/136181-1170","30","77.000","24-01-2026","Kiralık Daire","3 +
                          1","145 m²","Sıfır Bina","5. Kat","Çengelköy Bahçelievler Lüks 3+1 120 M2 Kapalı Otopark & Güvenlik","İstanbul / Üsküdar / Bahçelievler Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-premium-sancaktepe-136181","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Turyap Premıum Sancaktepe","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-uskudar-guzeltepe-kiralik/daire/139012-721","30","73.000","31-01-2026","Kiralık Daire","3 +
                          1","180 m²","1
                        Yaşında","3. Kat","Çengelköy Çamlıktepe 'de Geniş 3+1 Kiralık Daire","İstanbul / Üsküdar / Güzeltepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-ani-139012","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Anı","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Benan
          Cevher"
"https://www.hepsiemlak.com/istanbul-cekmekoy-cumhuriyet-kiralik/daire/106483-179","24","25.000","29-01-2026","Kiralık Daire","2 +
                          1","130 m²","16
                        Yaşında","2. Kat","Cumhuriyet Mahallesinde Geniş Kullanımlı Kiralık 2+1daire","İstanbul / Çekmeköy / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/arya-insaat-gayrimenkul-106483","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Arya İnşaat Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-avcilar-universite-kiralik/daire/122353-328","24","56.000","13-01-2026","Kiralık Daire","2 +
                          1","132 m²","5
                        Yaşında","7. Kat","3s Firuze Konakları Kiralık 2+1 Eşyalı Manzaralı Dubleks","İstanbul / Avcılar / Üniversite Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-fatih-sehremini-kiralik/daire/88208-2064","26","125.000","31-01-2026","Kiralık Daire","4 +
                          1","200 m²","Sıfır Bina","2. Kat","Başvekil Emlaktan Çapa Başvekil Cd. Yeni Binada 2.Kat 4+1 Daire","İstanbul / Fatih / Şehremini Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-esenler-turgut-reis-kiralik/daire/154681-253","13","15.001","27-01-2026","Kiralık Daire","2 +
                          1","100 m²","21
                        Yaşında","4. Kat","Turgutreis'de Geniş Ferah Kiralık Daire","İstanbul / Esenler / Turgut Reis Mah.","https://www.hepsiemlak.com/emlak-ofisi/ergenler-emlak-154681","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ergenler Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-beyoglu-tomtom-kiralik/bina/6231-16303","50","300.000","06-03-2026","Kiralık Bina","4 +
                          1","337 m²","156
                        Yaşında","Villa Katı","Beyoğlu St. Antuan Kilisesi Yakını Tarihi Yenilenmiş Kiralık Bina","İstanbul / Beyoğlu / Tomtom Mah.","https://www.hepsiemlak.com/emlak-ofisi/space-istanbul-gayrimenkul-6231/elif-kolankaya-1733671","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Space İstanbul Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Elif
          Kolankaya"
